,Districts/Neighborhoods,Address,County,Routes Served,Name,Route,Route Type,Agency Stop ID,Lat,Lon
806,University District,"Seattle, WA",King,31,NE 45th St & Mary Gates Memorial Dr NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.661148,-122.292465
807,Laurelhurst,"Seattle, WA",King,31,NE 45th St & 36th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.661049,-122.289024
808,Laurelhurst,"Seattle, WA",King,65,40th Ave NE & NE 46th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.661934,-122.284668
809,Bryant,"Seattle, WA",King,65,40th Ave NE & NE 50th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.665093,-122.284698
810,Bryant,"Seattle, WA",King,65,NE 55th St & 39th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.668579,-122.285667
811,Bryant,"Seattle, WA",King,65,NE 55th St & 37th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.668579,-122.288300
812,Bryant,"Seattle, WA",King,65,35th Ave NE & NE 55th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.668777,-122.290108
813,Bryant,"Seattle, WA",King,65,35th Ave NE & NE 60th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.672329,-122.290131
814,Bryant,"Seattle, WA",King,65,35th Ave NE & NE 65th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.676014,-122.290176
815,Bryant,"Seattle, WA",King,65,35th Ave NE & NE 68th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.677792,-122.290230
816,Bryant,"Seattle, WA",King,65,35th Ave NE & NE 70th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.679626,-122.290283
817,Bryant,"Seattle, WA",King,65,35th Ave NE & NE 75th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.683403,-122.290390
818,Wedgwood,"Seattle, WA",King,65,35th Ave NE & NE 80th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.686932,-122.290497
819,Wedgwood,"Seattle, WA",King,65,35th Ave NE & NE 85th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.690517,-122.290611
820,Wedgwood,"Seattle, WA",King,65,35th Ave NE & NE 89th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.693340,-122.290543
821,Wedgwood,"Seattle, WA",King,65,35th Ave NE & NE 93rd St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.696213,-122.290474
822,"Lake City, Matthews Beach","Seattle, WA",King,65,35th Ave NE & NE 95th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.697701,-122.290474
823,"Lake City, Matthews Beach","Seattle, WA",King,65,35th Ave NE & NE 97th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.699608,-122.290527
824,"Lake City, Matthews Beach","Seattle, WA",King,65,35th Ave NE & NE 100th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.701534,-122.290627
825,"Lake City, Matthews Beach","Seattle, WA",King,65,35th Ave NE & NE 105th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.705074,-122.290764
826,"Lake City, Matthews Beach","Seattle, WA",King,65,35th Ave NE & NE 110th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.708618,-122.290649
827,"Lake City, Matthews Beach","Seattle, WA",King,65,35th Ave NE & NE 115th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.712158,-122.290558
828,"Cedar Park, Lake City","Seattle, WA",King,65,35th Ave NE & NE 120th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.715744,-122.291389
829,"Cedar Park, Lake City","Seattle, WA",King,65,35th Ave NE & NE 123rd St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.717522,-122.291252
830,"Cedar Park, Lake City","Seattle, WA",King,65,NE 125th St & 35th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.719322,-122.291412
831,"Cedar Park, Lake City","Seattle, WA",King,65,NE 125th St & 33rd Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.719338,-122.293205
832,"Lake City, Olympic Hills","Seattle, WA",King,65,NE 125th St & Lake City Way NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.719353,-122.295776
833,"Lake City, Olympic Hills","Seattle, WA",King,65,30th Ave NE & NE 127th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.721542,-122.296234
834,"Lake City, Olympic Hills","Seattle, WA",King,65,30th Ave NE & NE 130th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.723087,-122.296265
835,"Lake City, Olympic Hills","Seattle, WA",King,65,30th Ave NE & NE 135th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.726986,-122.296303
836,"Lake City, Olympic Hills","Seattle, WA",King,65,30th Ave NE & NE 140th St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.730366,-122.296432
837,"Lake City, Olympic Hills","Seattle, WA",King,65,30th Ave NE & NE 143rd St,65 - Jackson Park - Wedgwood - University District,Seattle,,47.732170,-122.296440
838,"Lake City, Olympic Hills","Shoreline, WA",King,65,NE 145th St & 30th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.733856,-122.296936
839,"Lake City, Olympic Hills","Shoreline, WA",King,65,NE 145th St & 27th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.733883,-122.299599
840,"Lake City, Olympic Hills","Shoreline, WA",King,65,NE 145th St & 25th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.733906,-122.302505
841,"Lake City, Olympic Hills","Shoreline, WA",King,65,NE 145th St & 19th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.733978,-122.308693
842,"Northgate, Pinehurst","Shoreline, WA",King,65,NE 145th St & 15th Ave NE,65 - Jackson Park - Wedgwood - University District,Seattle,,47.734028,-122.313164
843,Ridgecrest,"Shoreline, WA",King,65,Shoreline South/148th Station - Bay 2,65 - Jackson Park - Wedgwood - University District,Seattle,,47.736149,-122.325119
844,Bryant,"Seattle, WA",King,45,Sand Point Way NE & 40th Ave NE,67 - Northgate - University District - Children's Hospital,Seattle,,47.662743,-122.285202
845,Bryant,"Seattle, WA",King,31,NE 45th St & 36th Ave NE,67 - Northgate - University District - Children's Hospital,Seattle,,47.661205,-122.289627
846,,"Seattle, WA",King,31,NE 45th St & University Village,67 - Northgate - University District - Children's Hospital,Seattle,,47.661278,-122.295418
847,University District,"Seattle, WA",King,45,Montlake Blvd NE & NE 45th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.661049,-122.298904
848,University District,"Seattle, WA",King,45,Stevens Way & Pend Oreille Rd,67 - Northgate - University District - Children's Hospital,Seattle,,47.656742,-122.304886
849,University District,"Seattle, WA",King,45,Stevens Way & Benton Ln,67 - Northgate - University District - Children's Hospital,Seattle,,47.654503,-122.305130
850,University District,"Seattle, WA",King,45,Stevens Way & Rainier Vis,67 - Northgate - University District - Children's Hospital,Seattle,,47.652389,-122.306305
851,University District,"Seattle, WA",King,45,Stevens Way & Garfield Ln,67 - Northgate - University District - Children's Hospital,Seattle,,47.652172,-122.308624
852,University District,"Seattle, WA",King,45,Grant Ln & Stevens Way,67 - Northgate - University District - Children's Hospital,Seattle,,47.655140,-122.310974
853,University District,"Seattle, WA",King,67,Brooklyn Ave NE & NE Campus Pkwy - Bay 3,67 - Northgate - University District - Children's Hospital,Seattle,,47.656498,-122.314308
854,University District,"Seattle, WA",King,31,11th Ave NE & NE 42nd St,67 - Northgate - University District - Children's Hospital,Seattle,,47.658745,-122.316551
855,University District,"Seattle, WA",King,48,11th Ave NE & NE 45th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.661945,-122.316452
856,University District,"Seattle, WA",King,67,11th Ave NE & NE 50th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.665173,-122.316238
857,University District,"Seattle, WA",King,67,11th Ave NE & NE 55th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.668377,-122.316193
858,University District,"Seattle, WA",King,67,11th Ave NE & NE Ravenna Blvd,67 - Northgate - University District - Children's Hospital,Seattle,,47.671329,-122.316101
859,Roosevelt,"Seattle, WA",King,67,12th Ave NE & NE 61st St,67 - Northgate - University District - Children's Hospital,Seattle,,47.672653,-122.315552
860,,"Seattle, WA",King,67,12th Ave NE & NE 67th St - Bay 3,67 - Northgate - University District - Children's Hospital,Seattle,,47.677135,-122.315582
861,Roosevelt,"Seattle, WA",King,67,12th Ave NE & NE 70th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.679760,-122.315536
862,Roosevelt,"Seattle, WA",King,67,NE 75th St & 12th Ave NE,67 - Northgate - University District - Children's Hospital,Seattle,,47.683124,-122.315651
863,Roosevelt,"Seattle, WA",King,67,Roosevelt Way NE & NE 75th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.683544,-122.317398
864,Roosevelt,"Seattle, WA",King,67,Roosevelt Way NE & NE 80th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.686935,-122.317451
865,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 85th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.690861,-122.317520
866,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 90th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.694176,-122.317497
867,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 92nd St,67 - Northgate - University District - Children's Hospital,Seattle,,47.695969,-122.317497
868,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 95th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.697811,-122.317497
869,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 100th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.701431,-122.317589
870,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 103rd St,67 - Northgate - University District - Children's Hospital,Seattle,,47.703381,-122.317657
871,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 105th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.705109,-122.317696
872,"Maple Leaf, Northgate","Seattle, WA",King,67,Roosevelt Way NE & NE 108th St,67 - Northgate - University District - Children's Hospital,Seattle,,47.707504,-122.317741
873,"Northgate, Pinehurst","Seattle, WA",King,61,NE Northgate Way & Roosevelt Way NE,67 - Northgate - University District - Children's Hospital,Seattle,,47.708633,-122.318367
874,"Maple Leaf, Northgate","Seattle, WA",King,61,5th Ave NE & NE Northgate Way,67 - Northgate - University District - Children's Hospital,Seattle,,47.708195,-122.323364
875,"Maple Leaf, Northgate","Seattle, WA",King,61,5th Ave NE & Northgate Mall,67 - Northgate - University District - Children's Hospital,Seattle,,47.706421,-122.323311
876,"Maple Leaf, Northgate","Seattle, WA",King,67,5th Ave NE & NE 103rd St,67 - Northgate - University District - Children's Hospital,Seattle,,47.702755,-122.323242
877,"Maple Leaf, Northgate","Seattle, WA",King,67,NE 100th St & 4th Ave NE,67 - Northgate - University District - Children's Hospital,Seattle,,47.701401,-122.324051
878,,"Seattle, WA",King,40,1st Ave NE & NE 103rd St - Bay 1,67 - Northgate - University District - Children's Hospital,Seattle,,47.702808,-122.328423
879,University District,"Seattle, WA",King,45,University Way NE & NE 50th St,75 - Northgate - Sand Point - University District,Seattle,,47.664135,-122.313187
880,University District,"Seattle, WA",King,75,University Way NE & NE 45th St,75 - Northgate - Sand Point - University District,Seattle,,47.662281,-122.313217
881,University District,"Seattle, WA",King,75,University Way NE & NE 43rd St,75 - Northgate - Sand Point - University District,Seattle,,47.660072,-122.313255
882,University District,"Seattle, WA",King,75,University Way NE & NE 41st St,75 - Northgate - Sand Point - University District,Seattle,,47.656948,-122.313339
883,,"Seattle, WA",King,75,Stevens Way & Asotin Pl,75 - Northgate - Sand Point - University District,Seattle,,47.654377,-122.310486
884,University District,"Seattle, WA",King,75,Stevens Way & Okanogan Ln,75 - Northgate - Sand Point - University District,Seattle,,47.651985,-122.308258
885,University District,"Seattle, WA",King,75,Stevens Way & Rainier Vis,75 - Northgate - Sand Point - University District,Seattle,,47.652363,-122.306030
886,University District,"Seattle, WA",King,75,Stevens Way & Benton Ln,75 - Northgate - Sand Point - University District,Seattle,,47.653908,-122.305023
887,University District,"Seattle, WA",King,75,Stevens Way & Pend Oreille Rd,75 - Northgate - Sand Point - University District,Seattle,,47.657307,-122.304527
888,University District,"Seattle, WA",King,65,Montlake Blvd NE & NE 45th St,75 - Northgate - Sand Point - University District,Seattle,,47.660854,-122.298584
889,,"Seattle, WA",King,31,NE 45th St & University Village,75 - Northgate - Sand Point - University District,Seattle,,47.661102,-122.296974
890,University District,"Seattle, WA",King,31,NE 45th St & Mary Gates Memorial Dr NE,75 - Northgate - Sand Point - University District,Seattle,,47.661148,-122.292465
891,Laurelhurst,"Seattle, WA",King,31,NE 45th St & 36th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.661049,-122.289024
892,Laurelhurst,"Seattle, WA",King,75,Sand Point Way NE & 38th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.661575,-122.286484
893,Laurelhurst,"Seattle, WA",King,75,Sand Point Way NE & 40th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.663448,-122.284119
894,Laurelhurst,"Seattle, WA",King,75,Sand Point Way NE & NE 50th St,75 - Northgate - Sand Point - University District,Seattle,,47.664654,-122.282867
895,Laurelhurst,"Seattle, WA",King,75,Sand Point Way NE & NE 52nd St,75 - Northgate - Sand Point - University District,Seattle,,47.667080,-122.280350
896,Laurelhurst,"Seattle, WA",King,75,Sand Point Way NE & Princeton Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.668194,-122.275978
897,Windermere,"Seattle, WA",King,75,Sand Point Way NE & NE Windermere Rd,75 - Northgate - Sand Point - University District,Seattle,,47.670261,-122.270485
898,Windermere,"Seattle, WA",King,75,Sand Point Way NE & NE 61st St,75 - Northgate - Sand Point - University District,Seattle,,47.672989,-122.266663
899,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 65th St,75 - Northgate - Sand Point - University District,Seattle,,47.675976,-122.263428
900,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 70th St,75 - Northgate - Sand Point - University District,Seattle,,47.679737,-122.263519
901,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 74th St,75 - Northgate - Sand Point - University District,Seattle,,47.682404,-122.263573
902,Sand Point,"Seattle, WA",King,62,Sand Point Way NE & NE 77th St,75 - Northgate - Sand Point - University District,Seattle,,47.685005,-122.264465
903,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & Inverness Dr NE,75 - Northgate - Sand Point - University District,Seattle,,47.692825,-122.270943
904,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & Matthews Pl NE,75 - Northgate - Sand Point - University District,Seattle,,47.694523,-122.275177
905,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 93rd St,75 - Northgate - Sand Point - University District,Seattle,,47.696144,-122.276566
906,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 95th St,75 - Northgate - Sand Point - University District,Seattle,,47.697235,-122.277443
907,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 97th St,75 - Northgate - Sand Point - University District,Seattle,,47.699093,-122.277634
908,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 103rd St,75 - Northgate - Sand Point - University District,Seattle,,47.703087,-122.277565
909,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 106th St,75 - Northgate - Sand Point - University District,Seattle,,47.705364,-122.278374
910,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 110th St,75 - Northgate - Sand Point - University District,Seattle,,47.709229,-122.280212
911,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 115th St,75 - Northgate - Sand Point - University District,Seattle,,47.712620,-122.281837
912,"Lake City, Matthews Beach","Seattle, WA",King,75,Sand Point Way NE & NE 120th St,75 - Northgate - Sand Point - University District,Seattle,,47.716015,-122.283005
913,"Cedar Park, Lake City","Seattle, WA",King,75,Sand Point Way NE & NE 123rd St,75 - Northgate - Sand Point - University District,Seattle,,47.717598,-122.283928
914,"Cedar Park, Lake City","Seattle, WA",King,75,Sand Point Way NE & NE 125th St,75 - Northgate - Sand Point - University District,Seattle,,47.719292,-122.286690
915,"Cedar Park, Lake City","Seattle, WA",King,65,NE 125th St & 35th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.719322,-122.291412
916,"Cedar Park, Lake City","Seattle, WA",King,65,NE 125th St & 33rd Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.719338,-122.293205
917,"Lake City, Olympic Hills","Seattle, WA",King,65,NE 125th St & Lake City Way NE,75 - Northgate - Sand Point - University District,Seattle,,47.719353,-122.295776
918,"Lake City, Olympic Hills","Seattle, WA",King,75,NE 125th St & 28th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.719364,-122.298256
919,"Lake City, Olympic Hills","Seattle, WA",King,75,NE 125th St & 25th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.719383,-122.302246
920,"Lake City, Olympic Hills","Seattle, WA",King,75,NE 125th St & 20th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.719437,-122.307602
921,"Northgate, Pinehurst","Seattle, WA",King,75,NE 125th St & 15th Ave NE,75 - Northgate - Sand Point - University District,Seattle,,47.719509,-122.313248
922,"Northgate, Pinehurst","Seattle, WA",King,75,NE 125th St & Roosevelt Way NE,75 - Northgate - Sand Point - University District,Seattle,,47.719528,-122.319199
923,"Northgate, Pinehurst","Seattle, WA",King,75,5th Ave NE & NE 123rd St,75 - Northgate - Sand Point - University District,Seattle,,47.717823,-122.323639
924,"Northgate, Pinehurst","Seattle, WA",King,75,5th Ave NE & NE 120th St,75 - Northgate - Sand Point - University District,Seattle,,47.715530,-122.323586
925,"Northgate, Pinehurst","Seattle, WA",King,75,5th Ave NE & NE 115th St,75 - Northgate - Sand Point - University District,Seattle,,47.712414,-122.323494
926,"Northgate, Pinehurst","Seattle, WA",King,75,5th Ave NE & NE 112th St,75 - Northgate - Sand Point - University District,Seattle,,47.709789,-122.323425
