Districts/Neighborhoods,Address,County,Coordinates,OneBusAway Stop ID,Routes Served,Name,Route,Route Type,Agency Stop ID,Parking Spots
University District,"Seattle, WA",King,"47.649765, -122.305893",1_29405,43,NE Pacific St & Montlake Blvd NE - Bay 2,43 - University District -  Capitol Hill - Seattle,Trolley,,
University District,"Seattle, WA",King,"47.650227, -122.304420",1_25240,44,Montlake Blvd NE & NE Pacific Pl - Bay 4,44 - Ballard - University District - UW Station,Trolley,,
University District,"Seattle, WA",King,"47.649765, -122.305893",1_29405,43,NE Pacific St & Montlake Blvd NE - Bay 2,44 - Ballard - University District - UW Station,Trolley,,
University District,"Seattle, WA",King,"47.652206, -122.310783",1_29420,44,NE Pacific St & 15th Ave NE,44 - Ballard - University District - UW Station,Trolley,,
University District,"Seattle, WA",King,"47.655899, -122.311974",1_29440,44,15th Ave NE & NE Campus Pkwy,44 - Ballard - University District - UW Station,Trolley,,
University District,"Seattle, WA",King,"47.658668, -122.311905",1_11352,44,15th Ave NE & NE 42nd St,44 - Ballard - University District - UW Station,Trolley,,
,"Seattle, WA",King,"47.659878, -122.314117",1_9587,44,NE 43rd St & Brooklyn Ave NE - Bay 1,44 - Ballard - University District - UW Station,Trolley,,
University District,"Seattle, WA",King,"47.661373, -122.318214",1_29455,44,NE 45th St & 9th Ave NE,44 - Ballard - University District - UW Station,Trolley,,
Wallingford,"Seattle, WA",King,"47.661415, -122.325386",1_29480,44,NE 45th St & Latona Ave NE,44 - Ballard - University District - UW Station,Trolley,,
Wallingford,"Seattle, WA",King,"47.661442, -122.331238",1_29500,44,N 45th St & Sunnyside Ave N,44 - Ballard - University District - UW Station,Trolley,,
Wallingford,"Seattle, WA",King,"47.661461, -122.335556",1_17310,44,N 45th St & Wallingford Ave N,44 - Ballard - University District - UW Station,Trolley,,
Wallingford,"Seattle, WA",King,"47.661461, -122.339653",1_29530,44,N 45th St & Woodlawn Ave N,44 - Ballard - University District - UW Station,Trolley,,
Wallingford,"Seattle, WA",King,"47.661461, -122.342560",1_29540,44,N 45th St & Stone Way N,44 - Ballard - University District - UW Station,Trolley,,
Wallingford,"Seattle, WA",King,"47.662189, -122.345413",1_29557,44,N 46th St & Green Lake Way N,44 - Ballard - University District - UW Station,Trolley,,
Fremont,"Seattle, WA",King,"47.662209, -122.349037",1_29581,44,Aurora Ramp & Fremont Ave N,44 - Ballard - University District - UW Station,Trolley,,
Fremont,"Seattle, WA",King,"47.662212, -122.354324",1_29600,44,N 46th St & Phinney Ave N,44 - Ballard - University District - UW Station,Trolley,,
Phinney Ridge,"Seattle, WA",King,"47.663639, -122.357941",1_29620,44,NW Market St & NW 48th St,44 - Ballard - University District - UW Station,Trolley,,
Phinney Ridge,"Seattle, WA",King,"47.665184, -122.359619",1_29630,44,NW Market St & NW 50th St,44 - Ballard - University District - UW Station,Trolley,,
"Ballard, West Woodland","Seattle, WA",King,"47.667763, -122.361328",1_29640,44,NW Market St & 3rd Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Ballard, West Woodland","Seattle, WA",King,"47.668751, -122.363228",1_29650,44,NW Market St & 5th Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Ballard, West Woodland","Seattle, WA",King,"47.668735, -122.366493",1_29660,44,NW Market St & 8th Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Ballard, West Woodland","Seattle, WA",King,"47.668728, -122.371155",1_29680,44,NW Market St & 11th Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Adams, Ballard","Seattle, WA",King,"47.668735, -122.377136",1_29700,44,NW Market St & 15th Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Adams, Ballard","Seattle, WA",King,"47.668739, -122.382423",1_29720,44,NW Market St & 20th Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Adams, Ballard","Seattle, WA",King,"47.668747, -122.386124",1_18740,17,NW Market St & Ballard Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Adams, Ballard","Seattle, WA",King,"47.668724, -122.392639",1_18760,17,NW Market St & 28th Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Adams, Ballard","Seattle, WA",King,"47.668709, -122.396057",1_18785,44,NW Market St & 30th Ave NW,44 - Ballard - University District - UW Station,Trolley,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.667934, -122.398415",1_18085,44,32nd Ave NW & NW Market St,44 - Ballard - University District - UW Station,Trolley,,
Central Business District,"Seattle, WA",King,"47.610073, -122.336838",1_1180,3,Pike St & 4th Ave,49 - University District - Broadway - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.611034, -122.334526",1_1190,3,Pike St & 6th Ave,49 - University District - Broadway - Seattle,Trolley,,
,"Seattle, WA",King,"47.611809, -122.332687",1_1195,3,Pike St & 7th Ave,49 - University District - Broadway - Seattle,Trolley,,
First Hill,"Seattle, WA",King,"47.613785, -122.327957",1_11133,3,Pike St & Minor Ave,49 - University District - Broadway - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615158, -122.324638",1_11140,10,E Pine St & Summit Ave,49 - University District - Broadway - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.615162, -122.321617",1_11150,10,E Pine St & Harvard Ave,49 - University District - Broadway - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.619774, -122.320770",1_11180,9,Broadway E & E John St,49 - University District - Broadway - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.622196, -122.320816",1_11190,9,Broadway E & E Harrison St,49 - University District - Broadway - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.624611, -122.320839",1_11200,9,Broadway E & E Mercer St,49 - University District - Broadway - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.628861, -122.320114",1_11230,49,10th Ave E & E Prospect St,49 - University District - Broadway - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.632214, -122.320099",1_11250,49,10th Ave E & E Galer St,49 - University District - Broadway - Seattle,Trolley,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.636231, -122.319992",1_11270,49,10th Ave E & E Howe St,49 - University District - Broadway - Seattle,Trolley,,
"Capitol Hill, Montlake","Seattle, WA",King,"47.641067, -122.319969",1_11290,49,10th Ave E & E Miller St,49 - University District - Broadway - Seattle,Trolley,,
"Capitol Hill, Portage Bay","Seattle, WA",King,"47.643261, -122.320747",1_11300,49,E Roanoke St & Broadway E,49 - University District - Broadway - Seattle,Trolley,,
"Capitol Hill, Portage Bay","Seattle, WA",King,"47.647171, -122.321999",1_11330,49,Harvard Ave E & E Shelby St,49 - University District - Broadway - Seattle,Trolley,,
"Capitol Hill, Portage Bay","Seattle, WA",King,"47.649940, -122.321999",1_10915,49,Harvard Ave E & Eastlake Ave E,49 - University District - Broadway - Seattle,Trolley,,
University District,"Seattle, WA",King,"47.655922, -122.313980",1_9580,49,NE Campus Pkwy & Brooklyn Ave NE - Bay 1,49 - University District - Broadway - Seattle,Trolley,,
University District,"Seattle, WA",King,"47.658668, -122.311905",1_11352,44,15th Ave NE & NE 42nd St,49 - University District - Broadway - Seattle,Trolley,,
,"Seattle, WA",King,"47.659878, -122.314117",1_9587,44,NE 43rd St & Brooklyn Ave NE - Bay 1,49 - University District - Broadway - Seattle,Trolley,,
International District,"Seattle, WA",King,"47.599266, -122.328384",1_1530,1,S Jackson St & 5th Ave S,70 - University District - Eastlake - Seattle,Trolley,,
Pioneer Square,"Seattle, WA",King,"47.601658, -122.329941",1_1610,1,Prefontaine Pl S & Yesler Way,70 - University District - Eastlake - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.604095, -122.332504",1_538,1,3rd Ave & Columbia St,70 - University District - Eastlake - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.607052, -122.335213",1_558,1,3rd Ave & Seneca St,70 - University District - Eastlake - Seattle,Trolley,,
Central Business District,"Seattle, WA",King,"47.609642, -122.337585",1_575,1,3rd Ave & Pike St,70 - University District - Eastlake - Seattle,Trolley,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.614227, -122.338394",1_880,7,Virginia St & 6th Ave,70 - University District - Eastlake - Seattle,Trolley,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.616547, -122.335388",1_900,70,Virginia St & 9th Ave,70 - University District - Eastlake - Seattle,Trolley,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.618874, -122.334198",1_10280,70,Fairview Ave & Denny Way,70 - University District - Eastlake - Seattle,Trolley,,
Cascade,"Seattle, WA",King,"47.622276, -122.334229",1_10305,70,Fairview Ave N & Harrison St,70 - University District - Eastlake - Seattle,Trolley,,
Cascade,"Seattle, WA",King,"47.626614, -122.333450",1_10325,70,Fairview Ave N & Valley St,70 - University District - Eastlake - Seattle,Trolley,,
Cascade,"Seattle, WA",King,"47.628876, -122.330597",1_10340,70,Fairview Ave N & Yale Ave N,70 - University District - Eastlake - Seattle,Trolley,,
Cascade,"Seattle, WA",King,"47.629974, -122.329185",1_10350,70,Fairview Ave E & Yale Ave N,70 - University District - Eastlake - Seattle,Trolley,,
"Cascade, Eastlake","Seattle, WA",King,"47.636162, -122.325577",1_9480,70,Eastlake Ave E & E Howe St,70 - University District - Eastlake - Seattle,Trolley,,
"Cascade, Eastlake","Seattle, WA",King,"47.642281, -122.325783",1_9510,70,Eastlake Ave E & E Louisa St,70 - University District - Eastlake - Seattle,Trolley,,
"Cascade, Eastlake","Seattle, WA",King,"47.648945, -122.323204",1_9550,70,Eastlake Ave E & E Allison St,70 - University District - Eastlake - Seattle,Trolley,,
University District,"Seattle, WA",King,"47.655922, -122.313980",1_9580,49,NE Campus Pkwy & Brooklyn Ave NE - Bay 1,70 - University District - Eastlake - Seattle,Trolley,,
University District,"Seattle, WA",King,"47.658668, -122.311905",1_11352,44,15th Ave NE & NE 42nd St,70 - University District - Eastlake - Seattle,Trolley,,
,"Seattle, WA",King,"47.659878, -122.314117",1_9587,44,NE 43rd St & Brooklyn Ave NE - Bay 1,70 - University District - Eastlake - Seattle,Trolley,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.626766, -122.320961",1_11012,9,E Aloha St & Broadway E,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.625267, -122.320702",1_11030,9,E Roy St & Broadway E,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.622894, -122.321014",1_11040,9,Broadway E & E Republican St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.620815, -122.320992",1_11050,9,Broadway E & E Thomas St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.618538, -122.320946",1_11060,9,Broadway & E Denny Way,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.616192, -122.320923",1_11070,9,Broadway & E Pine St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Broadway, Capitol Hill","Seattle, WA",King,"47.614140, -122.320885",1_41980,9,Broadway & E Pike St,9 - Rainier Beach - Columbia City - Broadway,Express,,
First Hill,"Seattle, WA",King,"47.612713, -122.320885",1_41982,9,Broadway & E Union St,9 - Rainier Beach - Columbia City - Broadway,Express,,
First Hill,"Seattle, WA",King,"47.609745, -122.320869",1_41986,9,Broadway & Marion St,9 - Rainier Beach - Columbia City - Broadway,Express,,
Yesler Terrace,"Seattle, WA",King,"47.605583, -122.320854",1_41987,9,Broadway & Terrace St,9 - Rainier Beach - Columbia City - Broadway,Express,,
Yesler Terrace,"Seattle, WA",King,"47.601963, -122.318230",1_41989,9,Boren Ave & E Yesler Way,9 - Rainier Beach - Columbia City - Broadway,Express,,
International District,"Seattle, WA",King,"47.598473, -122.313629",1_8550,7,Rainier Ave S & S King St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.593727, -122.309998",1_8590,7,Rainier Ave S & S Charles St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.589027, -122.306412",1_8608,7,Rainier Ave S & I-90,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.583733, -122.302368",1_8641,7,Rainier Ave S & S Walker St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Beacon Hill, North Beacon Hill","Seattle, WA",King,"47.576828, -122.297112",1_8681,7,Rainier Ave S & S Forest St - Bay 4,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.568123, -122.289490",1_8740,7,Rainier Ave S & S Andover St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.563683, -122.288177",1_8760,7,Rainier Ave S & S Genesee St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.558830, -122.285652",1_8790,7,Rainier Ave S & S Edmunds St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Columbia City, Rainier Valley","Seattle, WA",King,"47.550926, -122.277634",1_8840,7,Rainier Ave S & S Orcas St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Brighton, Rainier Valley","Seattle, WA",King,"47.545670, -122.275665",1_8870,7,Rainier Ave S & S Graham St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Brighton, Rainier Valley","Seattle, WA",King,"47.542221, -122.272743",1_8890,7,Rainier Ave S & S Holly St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Brighton, Rainier Valley","Seattle, WA",King,"47.539314, -122.270927",1_8905,7,Rainier Ave S & S Frontenac St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Brighton, Rainier Valley","Seattle, WA",King,"47.536625, -122.270294",1_8920,7,Rainier Ave S & S Othello St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Brighton, Rainier Valley","Seattle, WA",King,"47.533348, -122.270088",1_8940,7,Rainier Ave S & S Holden St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.528767, -122.270088",1_8970,7,Rainier Ave S & S Rose St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.525925, -122.270088",1_8990,7,Rainier Ave S & S Cloverdale St,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.523376, -122.270554",1_30140,9,S Henderson St & Rainier Ave S,9 - Rainier Beach - Columbia City - Broadway,Express,,
"Dunlap, Rainier Valley","Seattle, WA",King,"47.523384, -122.276894",1_30160,9,S Henderson St & Renton Ave S,9 - Rainier Beach - Columbia City - Broadway,Express,,
International District,"Seattle, WA",King,"47.599827, -122.328972",1_619,5,4th Ave S & S Jackson St,17 - Loyal Heights - Ballard - Seattle,Express,,
Pioneer Square,"Seattle, WA",King,"47.602642, -122.331184",1_531,5,3rd Ave & James St,17 - Loyal Heights - Ballard - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.605541, -122.333832",1_548,5,3rd Ave & Madison St,17 - Loyal Heights - Ballard - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.608688, -122.336700",1_570,5,3rd Ave & Union St,17 - Loyal Heights - Ballard - Seattle,Express,,
Central Business District,"Seattle, WA",King,"47.611137, -122.338951",1_590,5,3rd Ave & Pine St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.612995, -122.341743",1_600,1,3rd Ave & Virginia St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Belltown, Denny Regrade","Seattle, WA",King,"47.615120, -122.345337",1_605,1,3rd Ave & Bell St,17 - Loyal Heights - Ballard - Seattle,Express,,
Queen Anne,"Seattle, WA",King,"47.618656, -122.356606",1_19440,17,Denny Way & Queen Anne Ave N,17 - Loyal Heights - Ballard - Seattle,Express,,
Queen Anne,"Seattle, WA",King,"47.621441, -122.361740",1_19470,17,Elliott Ave W & 4th Ave W,17 - Loyal Heights - Ballard - Seattle,Express,,
West Queen Anne,"Seattle, WA",King,"47.629013, -122.371414",1_14070,17,Elliott Ave W & W Prospect St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, West Woodland","Seattle, WA",King,"47.663437, -122.375977",1_14200,17,15th Ave NW & NW Leary Way,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.668747, -122.386124",1_18740,17,NW Market St & Ballard Ave NW,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.668724, -122.392639",1_18760,17,NW Market St & 28th Ave NW,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.668381, -122.395302",1_18770,17,NW 54th St & NW Market St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.668552, -122.398216",1_18790,17,32nd Ave NW & NW Market St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.669784, -122.398224",1_18800,17,32nd Ave NW & NW 56th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.671169, -122.398224",1_18810,17,32nd Ave NW & NW 58th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.672405, -122.398254",1_18820,17,32nd Ave NW & NW 60th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.673882, -122.398277",1_18830,17,32nd Ave NW & NW 62nd St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Adams, Ballard","Seattle, WA",King,"47.675384, -122.398277",1_18840,17,32nd Ave NW & NW 64th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.676773, -122.398270",1_18850,17,32nd Ave NW & NW 66th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.678661, -122.398277",1_18860,17,32nd Ave NW & NW 69th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.680439, -122.398293",1_18870,17,32nd Ave NW & NW 71st St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.681858, -122.398293",1_18880,17,32nd Ave NW & NW 73rd St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.683518, -122.398201",1_18890,17,32nd Ave NW & NW 75th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.685085, -122.398216",1_18900,17,32nd Ave NW & NW 77th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.686989, -122.398201",1_18910,17,32nd Ave NW & NW 80th St,17 - Loyal Heights - Ballard - Seattle,Express,,
"Ballard, Sunset Hill","Seattle, WA",King,"47.688347, -122.398216",1_18920,17,32nd Ave NW & Loyal Way NW,17 - Loyal Heights - Ballard - Seattle,Express,,
